Tb,Tc,Tr
0.2847,0.4146,0.3007
0.2847,0.4166,0.2987
0.2847,0.4259,0.2894
0.2847,0.4301,0.2852
0.2847,0.4339,0.2814
0.2847,0.4358,0.2795
0.2847,0.4376,0.2777
0.2847,0.4424,0.2729
0.2847,0.4451,0.2702
0.2847,0.4526,0.2627
0.2847,0.5576,0.1577
0.2846,0.1916,0.5238
0.2846,0.2298,0.4856
0.2846,0.2382,0.4772
0.2846,0.256,0.4594
0.2846,0.2693,0.4461
0.2846,0.2703,0.4451
0.2846,0.2715,0.4439
0.2846,0.2791,0.4363
0.2846,0.2813,0.4341
0.2846,0.2844,0.431
0.2846,0.2918,0.4236
0.2846,0.3153,0.4001
0.2846,0.3207,0.3947
0.2846,0.3254,0.39
0.2846,0.3283,0.3871
0.2846,0.3285,0.3869
0.2846,0.3294,0.386
0.2846,0.3313,0.3841
0.2846,0.3317,0.3837
0.2846,0.3372,0.3782
0.2846,0.3476,0.3678
0.2846,0.3481,0.3673
0.2846,0.3482,0.3672
0.2846,0.349,0.3664
0.2846,0.3529,0.3625
0.2846,0.357,0.3584
0.2846,0.3587,0.3567
0.2846,0.3621,0.3533
0.2846,0.3697,0.3457
0.2846,0.3708,0.3446
0.2846,0.3758,0.3396
0.2846,0.3791,0.3363
0.2846,0.3935,0.3219
0.2846,0.3985,0.3169
0.2846,0.3995,0.3159
0.2846,0.3999,0.3155
0.2846,0.4122,0.3032
0.2846,0.4169,0.2985
0.2846,0.4208,0.2946
0.2846,0.4214,0.294
0.2846,0.4317,0.2837
0.2846,0.4337,0.2817
0.2846,0.4344,0.281
0.2846,0.436,0.2794
0.2846,0.4459,0.2695
0.2846,0.4473,0.2681
0.2846,0.4478,0.2676
0.2846,0.4489,0.2665
0.2846,0.4827,0.2327
0.2846,0.4836,0.2318
0.2846,0.4954,0.22
0.2846,0.4991,0.2163
0.2846,0.4993,0.2161
0.2846,0.5033,0.2121
0.2845,0.166,0.5495
0.2845,0.2206,0.4949
0.2845,0.226,0.4895
0.2845,0.2573,0.4582
0.2845,0.2592,0.4563
0.2845,0.2644,0.4511
0.2845,0.2744,0.4411
0.2845,0.2833,0.4322
0.2845,0.2885,0.427
0.2845,0.2928,0.4227
0.2845,0.2983,0.4172
0.2845,0.3027,0.4128
0.2845,0.304,0.4115
0.2845,0.3042,0.4113
0.2845,0.3064,0.4091
0.2845,0.3117,0.4038
0.2845,0.3135,0.402
0.2845,0.3167,0.3988
0.2845,0.3221,0.3934
0.2845,0.3351,0.3804
0.2845,0.3372,0.3783
0.2845,0.3376,0.3779
0.2845,0.3405,0.375
0.2845,0.3411,0.3744
0.2845,0.3421,0.3734
0.2845,0.3464,0.3691
0.2845,0.3499,0.3656
0.2845,0.3531,0.3624
0.2845,0.3538,0.3617
0.2845,0.3539,0.3616
0.2845,0.3574,0.3581
0.2845,0.364,0.3515
0.2845,0.3728,0.3427
0.2845,0.3794,0.3361
0.2845,0.3805,0.335
0.2845,0.3811,0.3344
0.2845,0.3868,0.3287
0.2845,0.3925,0.323
0.2845,0.4003,0.3152
0.2845,0.4009,0.3146
0.2845,0.4016,0.3139
0.2845,0.4139,0.3016
0.2845,0.4219,0.2936
0.2845,0.4296,0.2859
0.2845,0.4314,0.2841
0.2845,0.4336,0.2819
0.2845,0.4362,0.2793
0.2845,0.44,0.2755
0.2845,0.4419,0.2736
0.2845,0.4455,0.27
0.2845,0.4531,0.2624
0.2845,0.4545,0.261
0.2845,0.4596,0.2559
0.2845,0.467,0.2485
0.2845,0.4757,0.2398
0.2845,0.4789,0.2366
0.2845,0.4994,0.2161
0.2845,0.5,0.2155
0.2844,0.124,0.5916
0.2844,0.1408,0.5748
0.2844,0.1779,0.5377
0.2844,0.2088,0.5068
0.2844,0.2161,0.4995
0.2844,0.2604,0.4552
0.2844,0.2686,0.447
0.2844,0.2765,0.4391
0.2844,0.3033,0.4123
0.2844,0.3107,0.4049
0.2844,0.3188,0.3968
0.2844,0.3191,0.3965
0.2844,0.3193,0.3963
0.2844,0.3229,0.3927
0.2844,0.33,0.3856
0.2844,0.332,0.3836
0.2844,0.3451,0.3705
0.2844,0.3455,0.3701
0.2844,0.3527,0.3629
0.2844,0.3576,0.358
0.2844,0.3664,0.3492
0.2844,0.3675,0.3481
0.2844,0.368,0.3476
0.2844,0.372,0.3436
0.2844,0.3748,0.3408
0.2844,0.3784,0.3372
0.2844,0.3813,0.3343
0.2844,0.3839,0.3317
0.2844,0.391,0.3246
0.2844,0.398,0.3176
0.2844,0.399,0.3166
0.2844,0.4016,0.314
0.2844,0.4035,0.3121
0.2844,0.4053,0.3103
0.2844,0.4076,0.308
0.2844,0.4176,0.298
0.2844,0.4244,0.2912
0.2844,0.4265,0.2891
0.2844,0.4338,0.2818
0.2844,0.4367,0.2789
0.2844,0.4381,0.2775
0.2844,0.4556,0.26
0.2844,0.4622,0.2534
0.2844,0.4725,0.2431
0.2844,0.4736,0.242
0.2844,0.506,0.2096
0.2844,0.5283,0.1873
0.2843,0.2115,0.5042
0.2843,0.2365,0.4792
0.2843,0.2775,0.4382
0.2843,0.2817,0.434
0.2843,0.2817,0.434
0.2843,0.2841,0.4316
0.2843,0.2871,0.4286
0.2843,0.2893,0.4264
0.2843,0.292,0.4237
0.2843,0.2967,0.419
0.2843,0.2987,0.417
0.2843,0.2996,0.4161
0.2843,0.3064,0.4093
0.2843,0.3184,0.3973
0.2843,0.3229,0.3928
0.2843,0.3252,0.3905
0.2843,0.333,0.3827
0.2843,0.3374,0.3783
0.2843,0.3393,0.3764
0.2843,0.3396,0.3761
0.2843,0.3398,0.3759
0.2843,0.3447,0.371
0.2843,0.3503,0.3654
0.2843,0.3565,0.3592
0.2843,0.3663,0.3494
0.2843,0.3667,0.349
0.2843,0.3714,0.3443
0.2843,0.3715,0.3442
0.2843,0.3755,0.3402
0.2843,0.3835,0.3322
0.2843,0.3914,0.3243
0.2843,0.3956,0.3201
0.2843,0.3976,0.3181
0.2843,0.404,0.3117
0.2843,0.4108,0.3049
0.2843,0.4127,0.303
0.2843,0.4208,0.2949
0.2843,0.4221,0.2936
0.2843,0.4225,0.2932
0.2843,0.4429,0.2728
0.2843,0.4442,0.2715
0.2843,0.4862,0.2295
0.2843,0.5191,0.1966
0.2843,0.5236,0.1921
0.2843,0.5269,0.1888
0.2842,0.1399,0.5759
0.2842,0.1862,0.5296
0.2842,0.2249,0.4909
0.2842,0.2357,0.4801
0.2842,0.2426,0.4732
0.2842,0.2479,0.4679
0.2842,0.2523,0.4635
0.2842,0.2638,0.452
0.2842,0.2663,0.4495
0.2842,0.2724,0.4434
0.2842,0.2742,0.4416
0.2842,0.2824,0.4334
0.2842,0.2876,0.4282
0.2842,0.2925,0.4233
0.2842,0.3061,0.4097
0.2842,0.3068,0.409
0.2842,0.3235,0.3923
0.2842,0.3236,0.3922
0.2842,0.3242,0.3916
0.2842,0.3249,0.3909
0.2842,0.3286,0.3872
0.2842,0.3326,0.3832
0.2842,0.3424,0.3734
0.2842,0.3445,0.3713
0.2842,0.349,0.3668
0.2842,0.3529,0.3629
0.2842,0.3594,0.3564
0.2842,0.3597,0.3561
0.2842,0.3624,0.3534
0.2842,0.3659,0.3499
0.2842,0.3743,0.3415
0.2842,0.3775,0.3383
0.2842,0.382,0.3338
0.2842,0.3863,0.3295
0.2842,0.3973,0.3185
0.2842,0.4034,0.3124
0.2842,0.4079,0.3079
0.2842,0.4109,0.3049
0.2842,0.4133,0.3025
0.2842,0.4173,0.2985
0.2842,0.418,0.2978
0.2842,0.4276,0.2882
0.2842,0.438,0.2778
0.2842,0.4541,0.2617
0.2842,0.4809,0.2349
0.2842,0.4926,0.2232
0.2842,0.5513,0.1645
0.2842,0.5669,0.1489
0.2841,0.1461,0.5698
0.2841,0.1515,0.5644
0.2841,0.194,0.5219
0.2841,0.2091,0.5068
0.2841,0.2646,0.4513
0.2841,0.265,0.4509
0.2841,0.2871,0.4288
0.2841,0.2888,0.4271
0.2841,0.2954,0.4205
0.2841,0.2985,0.4174
0.2841,0.3052,0.4107
0.2841,0.3158,0.4001
0.2841,0.3197,0.3962
0.2841,0.3208,0.3951
0.2841,0.3229,0.393
0.2841,0.3379,0.378
0.2841,0.3384,0.3775
0.2841,0.3388,0.3771
0.2841,0.3425,0.3734
0.2841,0.3461,0.3698
0.2841,0.3529,0.363
0.2841,0.3614,0.3545
0.2841,0.3639,0.352
0.2841,0.3705,0.3454
0.2841,0.3769,0.339
0.2841,0.3942,0.3217
0.2841,0.3949,0.321
0.2841,0.3993,0.3166
0.2841,0.4066,0.3093
0.2841,0.4096,0.3063
0.2841,0.4141,0.3018
0.2841,0.4149,0.301
0.2841,0.4154,0.3005
0.2841,0.4182,0.2977
0.2841,0.4272,0.2887
0.2841,0.4411,0.2748
0.2841,0.4429,0.273
0.2841,0.4479,0.268
0.2841,0.4592,0.2567
0.2841,0.4608,0.2551
0.2841,0.4724,0.2435
0.284,0.2201,0.4959
0.284,0.2353,0.4807
0.284,0.2502,0.4658
0.284,0.2663,0.4497
0.284,0.2747,0.4413
0.284,0.2751,0.4409
0.284,0.2844,0.4316
0.284,0.2882,0.4278
0.284,0.3021,0.4139
0.284,0.3033,0.4127
0.284,0.3042,0.4118
0.284,0.3101,0.4059
0.284,0.3114,0.4046
0.284,0.3147,0.4013
0.284,0.3153,0.4007
0.284,0.3166,0.3994
0.284,0.3178,0.3982
0.284,0.3422,0.3738
0.284,0.3428,0.3732
0.284,0.343,0.373
0.284,0.3512,0.3648
0.284,0.3538,0.3622
0.284,0.3603,0.3557
0.284,0.3609,0.3551
0.284,0.3609,0.3551
0.284,0.3617,0.3543
0.284,0.3639,0.3521
0.284,0.3682,0.3478
0.284,0.3727,0.3433
0.284,0.3744,0.3416
0.284,0.375,0.341
0.284,0.3811,0.3349
0.284,0.3841,0.3319
0.284,0.3893,0.3267
0.284,0.3965,0.3195
0.284,0.4008,0.3152
0.284,0.4084,0.3076
0.284,0.411,0.305
0.284,0.4223,0.2937
0.284,0.4256,0.2904
0.284,0.4286,0.2874
0.284,0.4293,0.2867
0.284,0.4405,0.2755
0.284,0.4533,0.2627
0.284,0.4541,0.2619
0.284,0.4805,0.2355
0.284,0.4867,0.2293
0.284,0.4947,0.2213
0.284,0.5063,0.2097
0.284,0.5076,0.2084
0.284,0.5097,0.2063
0.284,0.5613,0.1547
0.2839,0.0771,0.639
0.2839,0.224,0.4921
0.2839,0.2425,0.4736
0.2839,0.2596,0.4565
0.2839,0.2761,0.44
0.2839,0.277,0.4391
0.2839,0.2812,0.4349
0.2839,0.2878,0.4283
0.2839,0.2888,0.4273
0.2839,0.2889,0.4272
0.2839,0.2908,0.4253
0.2839,0.2953,0.4208
0.2839,0.3096,0.4065
0.2839,0.3177,0.3984
0.2839,0.3232,0.3929
0.2839,0.3261,0.39
0.2839,0.3302,0.3859
0.2839,0.331,0.3851
0.2839,0.331,0.3851
0.2839,0.3341,0.382
0.2839,0.3368,0.3793
0.2839,0.3412,0.3749
0.2839,0.3437,0.3724
0.2839,0.3471,0.369
0.2839,0.3489,0.3672
0.2839,0.3548,0.3613
0.2839,0.3549,0.3612
0.2839,0.3594,0.3567
0.2839,0.3614,0.3547
0.2839,0.3629,0.3532
0.2839,0.363,0.3531
0.2839,0.3669,0.3492
0.2839,0.3682,0.3479
0.2839,0.3696,0.3465
0.2839,0.3701,0.346
0.2839,0.3736,0.3425
0.2839,0.3856,0.3305
0.2839,0.3893,0.3268
0.2839,0.3917,0.3244
0.2839,0.3922,0.3239
0.2839,0.3927,0.3234
0.2839,0.3998,0.3163
0.2839,0.4013,0.3148
0.2839,0.4097,0.3064
0.2839,0.4133,0.3028
0.2839,0.4138,0.3023
0.2839,0.4173,0.2988
0.2839,0.4239,0.2922
0.2839,0.4269,0.2892
0.2839,0.4292,0.2869
0.2839,0.4422,0.2739
0.2839,0.444,0.2721
0.2839,0.444,0.2721
0.2839,0.4477,0.2684
0.2839,0.453,0.2631
0.2839,0.4754,0.2407
0.2839,0.4762,0.2399
0.2839,0.5347,0.1814
0.2838,0.1817,0.5345
0.2838,0.1838,0.5324
0.2838,0.2021,0.5141
0.2838,0.235,0.4812
0.2838,0.268,0.4482
0.2838,0.2736,0.4426
0.2838,0.2753,0.4409
0.2838,0.2758,0.4404
0.2838,0.2863,0.4299
0.2838,0.2919,0.4243
0.2838,0.2957,0.4205
0.2838,0.2963,0.4199
0.2838,0.3026,0.4136
0.2838,0.3044,0.4118
0.2838,0.3061,0.4101
0.2838,0.3074,0.4088
0.2838,0.3079,0.4083
0.2838,0.3105,0.4057
0.2838,0.3121,0.4041
0.2838,0.3127,0.4035
0.2838,0.3134,0.4028
0.2838,0.3136,0.4026
0.2838,0.3209,0.3953
0.2838,0.3232,0.393
0.2838,0.3253,0.3909
0.2838,0.3295,0.3867
0.2838,0.3298,0.3864
0.2838,0.3316,0.3846
0.2838,0.3411,0.3751
0.2838,0.3437,0.3725
0.2838,0.3523,0.3639
0.2838,0.3648,0.3514
0.2838,0.3674,0.3488
0.2838,0.3742,0.342
0.2838,0.3744,0.3418
0.2838,0.3783,0.3379
0.2838,0.3867,0.3295
0.2838,0.3894,0.3268
0.2838,0.395,0.3212
0.2838,0.4011,0.3151
0.2838,0.4011,0.3151
0.2838,0.4029,0.3133
0.2838,0.4065,0.3097
0.2838,0.4065,0.3097
0.2838,0.4135,0.3027
0.2838,0.419,0.2972
0.2838,0.4199,0.2963
0.2838,0.4231,0.2931
0.2838,0.4475,0.2687
0.2838,0.4598,0.2564
0.2838,0.4686,0.2476
0.2838,0.4689,0.2473
0.2838,0.4903,0.2259
0.2838,0.4988,0.2174
0.2838,0.5161,0.2001
0.2838,0.5673,0.1489
0.2837,0.2464,0.4699
0.2837,0.2558,0.4605
0.2837,0.2597,0.4566
0.2837,0.2738,0.4425
0.2837,0.2796,0.4367
0.2837,0.2895,0.4268
0.2837,0.2938,0.4225
0.2837,0.2969,0.4194
0.2837,0.2973,0.419
0.2837,0.3055,0.4108
0.2837,0.3083,0.408
0.2837,0.3126,0.4037
0.2837,0.3153,0.401
0.2837,0.3177,0.3986
0.2837,0.324,0.3923
0.2837,0.3243,0.392
0.2837,0.325,0.3913
0.2837,0.3256,0.3907
0.2837,0.3292,0.3871
0.2837,0.3326,0.3837
0.2837,0.3442,0.3721
0.2837,0.3534,0.3629
0.2837,0.3542,0.3621
0.2837,0.3608,0.3555
0.2837,0.3634,0.3529
0.2837,0.3657,0.3506
0.2837,0.371,0.3453
0.2837,0.372,0.3443
0.2837,0.3736,0.3427
0.2837,0.3849,0.3314
0.2837,0.3928,0.3235
0.2837,0.3938,0.3225
0.2837,0.4026,0.3137
0.2837,0.4041,0.3122
0.2837,0.4044,0.3119
0.2837,0.4049,0.3114
0.2837,0.4108,0.3055
0.2837,0.4189,0.2974
0.2837,0.4222,0.2941
0.2837,0.427,0.2893
0.2837,0.428,0.2883
0.2837,0.4337,0.2826
0.2837,0.4443,0.272
0.2837,0.454,0.2623
0.2837,0.4549,0.2614
0.2837,0.4562,0.2601
0.2837,0.4666,0.2497
0.2837,0.4914,0.2249
0.2837,0.4929,0.2234
0.2836,0.2252,0.4912
0.2836,0.228,0.4884
0.2836,0.2698,0.4466
0.2836,0.2708,0.4456
0.2836,0.2721,0.4443
0.2836,0.2726,0.4438
0.2836,0.278,0.4384
0.2836,0.2819,0.4345
0.2836,0.286,0.4304
0.2836,0.2865,0.4299
0.2836,0.288,0.4284
0.2836,0.2917,0.4247
0.2836,0.2999,0.4165
0.2836,0.3027,0.4137
0.2836,0.3037,0.4127
0.2836,0.3145,0.4019
0.2836,0.3151,0.4013
0.2836,0.3219,0.3945
0.2836,0.3249,0.3915
0.2836,0.3274,0.389
0.2836,0.3292,0.3872
0.2836,0.3296,0.3868
0.2836,0.3362,0.3802
0.2836,0.3393,0.3771
0.2836,0.3432,0.3732
0.2836,0.3447,0.3717
0.2836,0.3484,0.368
0.2836,0.3577,0.3587
0.2836,0.3613,0.3551
0.2836,0.3624,0.354
0.2836,0.3637,0.3527
0.2836,0.3653,0.3511
0.2836,0.3682,0.3482
0.2836,0.3694,0.347
0.2836,0.3699,0.3465
0.2836,0.3754,0.341
0.2836,0.3865,0.3299
0.2836,0.387,0.3294
0.2836,0.3872,0.3292
0.2836,0.3939,0.3225
0.2836,0.4025,0.3139
0.2836,0.4047,0.3117
0.2836,0.4102,0.3062
0.2836,0.4183,0.2981
0.2836,0.4195,0.2969
0.2836,0.4225,0.2939
0.2836,0.4308,0.2856
0.2836,0.4324,0.284
0.2836,0.4365,0.2799
0.2836,0.4455,0.2709
0.2836,0.4465,0.2699
0.2836,0.447,0.2694
0.2836,0.4497,0.2667
0.2836,0.4608,0.2556
0.2836,0.4676,0.2488
0.2836,0.4705,0.2459
0.2836,0.5029,0.2135
0.2836,0.5206,0.1958
0.2836,0.5318,0.1846
0.2836,0.5505,0.1659
0.2835,0.2306,0.4859
0.2835,0.238,0.4785
0.2835,0.2383,0.4782
0.2835,0.2404,0.4761
0.2835,0.2667,0.4498
0.2835,0.276,0.4405
0.2835,0.2848,0.4317
0.2835,0.2883,0.4282
0.2835,0.3023,0.4142
0.2835,0.3071,0.4094
0.2835,0.3087,0.4078
0.2835,0.3089,0.4076
0.2835,0.3093,0.4072
0.2835,0.3106,0.4059
0.2835,0.3178,0.3987
0.2835,0.321,0.3955
0.2835,0.3236,0.3929
0.2835,0.3241,0.3924
0.2835,0.3256,0.3909
0.2835,0.3295,0.387
0.2835,0.3343,0.3822
0.2835,0.3374,0.3791
0.2835,0.361,0.3555
0.2835,0.3633,0.3532
0.2835,0.3657,0.3508
0.2835,0.3657,0.3508
0.2835,0.3682,0.3483
0.2835,0.3831,0.3334
0.2835,0.3853,0.3312
0.2835,0.3864,0.3301
0.2835,0.3899,0.3266
0.2835,0.3915,0.325
0.2835,0.3937,0.3228
0.2835,0.3971,0.3194
0.2835,0.4049,0.3116
0.2835,0.4053,0.3112
0.2835,0.4112,0.3053
0.2835,0.4161,0.3004
0.2835,0.4349,0.2816
0.2835,0.4424,0.2741
0.2835,0.4506,0.2659
0.2835,0.4577,0.2588
0.2835,0.4831,0.2334
0.2835,0.4879,0.2286
0.2834,0.1208,0.5958
0.2834,0.1405,0.5761
0.2834,0.1809,0.5357
0.2834,0.1947,0.5219
0.2834,0.2173,0.4993
0.2834,0.2448,0.4718
0.2834,0.2677,0.4489
0.2834,0.2717,0.4449
0.2834,0.2776,0.439
0.2834,0.2826,0.434
0.2834,0.2832,0.4334
0.2834,0.2843,0.4323
0.2834,0.2866,0.43
0.2834,0.2914,0.4252
0.2834,0.2922,0.4244
0.2834,0.2927,0.4239
0.2834,0.3046,0.412
0.2834,0.3082,0.4084
0.2834,0.3123,0.4043
0.2834,0.3126,0.404
0.2834,0.3162,0.4004
0.2834,0.3394,0.3772
0.2834,0.3432,0.3734
0.2834,0.3493,0.3673
0.2834,0.3504,0.3662
0.2834,0.3507,0.3659
0.2834,0.3513,0.3653
0.2834,0.3623,0.3543
0.2834,0.3624,0.3542
0.2834,0.3681,0.3485
0.2834,0.3685,0.3481
0.2834,0.3687,0.3479
0.2834,0.3695,0.3471
0.2834,0.375,0.3416
0.2834,0.3858,0.3308
0.2834,0.3984,0.3182
0.2834,0.4118,0.3048
0.2834,0.4245,0.2921
0.2834,0.4247,0.2919
0.2834,0.4256,0.291
0.2834,0.4287,0.2879
0.2834,0.4395,0.2771
0.2834,0.4416,0.275
0.2834,0.4426,0.274
0.2834,0.4471,0.2695
0.2834,0.4489,0.2677
0.2834,0.4562,0.2604
0.2834,0.4749,0.2417
0.2834,0.5105,0.2061
0.2834,0.5152,0.2014
0.2834,0.5288,0.1878
0.2834,0.6008,0.1158
0.2833,0.1634,0.5533
0.2833,0.2073,0.5094
0.2833,0.2274,0.4893
0.2833,0.2522,0.4645
0.2833,0.2619,0.4548
0.2833,0.2765,0.4402
0.2833,0.2773,0.4394
0.2833,0.2811,0.4356
0.2833,0.2847,0.432
0.2833,0.2976,0.4191
0.2833,0.3069,0.4098
0.2833,0.3097,0.407
0.2833,0.3099,0.4068
0.2833,0.3265,0.3902
0.2833,0.3268,0.3899
0.2833,0.3279,0.3888
0.2833,0.3348,0.3819
0.2833,0.3364,0.3803
0.2833,0.3369,0.3798
0.2833,0.3392,0.3775
0.2833,0.3549,0.3618
0.2833,0.3616,0.3551
0.2833,0.3625,0.3542
0.2833,0.3637,0.353
0.2833,0.3674,0.3493
0.2833,0.3732,0.3435
0.2833,0.3745,0.3422
0.2833,0.3755,0.3412
0.2833,0.4002,0.3165
0.2833,0.4028,0.3139
0.2833,0.4068,0.3099
0.2833,0.4166,0.3001
0.2833,0.4226,0.2941
0.2833,0.4262,0.2905
0.2833,0.431,0.2857
0.2833,0.4354,0.2813
0.2833,0.4435,0.2732
0.2833,0.4458,0.2709
0.2833,0.4585,0.2582
0.2833,0.4623,0.2544
0.2833,0.4677,0.249
0.2833,0.4716,0.2451
0.2833,0.4843,0.2324
0.2833,0.496,0.2207
0.2833,0.6697,0.047
0.2832,0.1088,0.608
0.2832,0.1334,0.5834
0.2832,0.2238,0.493
0.2832,0.236,0.4808
0.2832,0.2415,0.4753
0.2832,0.2463,0.4705
0.2832,0.2513,0.4655
0.2832,0.2524,0.4644
0.2832,0.2562,0.4606
0.2832,0.2675,0.4493
0.2832,0.2728,0.444
0.2832,0.2867,0.4301
0.2832,0.2909,0.4259
0.2832,0.295,0.4218
0.2832,0.3024,0.4144
0.2832,0.3176,0.3992
0.2832,0.318,0.3988
0.2832,0.3254,0.3914
0.2832,0.34,0.3768
0.2832,0.3414,0.3754
0.2832,0.3418,0.375
0.2832,0.3598,0.357
0.2832,0.3639,0.3529
0.2832,0.3642,0.3526
0.2832,0.3645,0.3523
0.2832,0.3659,0.3509
0.2832,0.366,0.3508
0.2832,0.3679,0.3489
0.2832,0.3679,0.3489
0.2832,0.3758,0.341
0.2832,0.3905,0.3263
0.2832,0.3959,0.3209
0.2832,0.3963,0.3205
0.2832,0.4101,0.3067
0.2832,0.4133,0.3035
0.2832,0.4135,0.3033
0.2832,0.4142,0.3026
0.2832,0.431,0.2858
0.2832,0.4311,0.2857
0.2832,0.4313,0.2855
0.2832,0.4402,0.2766
0.2832,0.4412,0.2756
0.2832,0.4417,0.2751
0.2832,0.4434,0.2734
0.2832,0.4435,0.2733
0.2832,0.446,0.2708
0.2832,0.4522,0.2646
0.2832,0.4563,0.2605
0.2832,0.4582,0.2586
0.2832,0.5203,0.1965
0.2832,0.5248,0.192
0.2831,0.2248,0.4921
0.2831,0.226,0.4909
0.2831,0.2339,0.483
0.2831,0.2506,0.4663
0.2831,0.2518,0.4651
0.2831,0.2587,0.4582
0.2831,0.2621,0.4548
0.2831,0.2689,0.448
0.2831,0.2756,0.4413
0.2831,0.2813,0.4356
0.2831,0.2914,0.4255
0.2831,0.2922,0.4247
0.2831,0.2999,0.417
0.2831,0.3005,0.4164
0.2831,0.3123,0.4046
0.2831,0.3146,0.4023
0.2831,0.3228,0.3941
0.2831,0.3344,0.3825
0.2831,0.3425,0.3744
0.2831,0.3449,0.372
0.2831,0.3476,0.3693
0.2831,0.3554,0.3615
0.2831,0.3616,0.3553
0.2831,0.3643,0.3526
0.2831,0.3652,0.3517
0.2831,0.3884,0.3285
0.2831,0.4054,0.3115
0.2831,0.4096,0.3073
0.2831,0.4156,0.3013
0.2831,0.4217,0.2952
0.2831,0.4363,0.2806
0.2831,0.4488,0.2681
0.2831,0.4548,0.2621
0.2831,0.4566,0.2603
0.2831,0.4644,0.2525
0.2831,0.4729,0.244
0.2831,0.4746,0.2423
0.2831,0.4894,0.2275
0.2831,0.4967,0.2202
0.2831,0.5116,0.2053
0.2831,0.5145,0.2024
0.2831,0.5183,0.1986
0.283,0.2283,0.4887
0.283,0.2598,0.4572
0.283,0.261,0.456
0.283,0.2649,0.4521
0.283,0.2686,0.4484
0.283,0.2712,0.4458
0.283,0.2716,0.4454
0.283,0.2963,0.4207
0.283,0.3031,0.4139
0.283,0.3055,0.4115
0.283,0.3109,0.4061
0.283,0.3118,0.4052
0.283,0.3166,0.4004
0.283,0.3212,0.3958
0.283,0.3221,0.3949
0.283,0.3252,0.3918
0.283,0.3287,0.3883
0.283,0.3293,0.3877
0.283,0.3323,0.3847
0.283,0.335,0.382
0.283,0.3499,0.3671
0.283,0.3533,0.3637
0.283,0.3557,0.3613
0.283,0.3567,0.3603
0.283,0.3574,0.3596
0.283,0.3583,0.3587
0.283,0.3606,0.3564
0.283,0.3648,0.3522
0.283,0.3664,0.3506
0.283,0.3667,0.3503
0.283,0.368,0.349
0.283,0.3718,0.3452
0.283,0.3772,0.3398
0.283,0.3775,0.3395
0.283,0.3803,0.3367
0.283,0.3816,0.3354
0.283,0.3867,0.3303
0.283,0.394,0.323
0.283,0.3963,0.3207
0.283,0.4003,0.3167
0.283,0.404,0.313
0.283,0.4127,0.3043
0.283,0.4234,0.2936
0.283,0.4447,0.2723
0.283,0.4462,0.2708
0.283,0.4489,0.2681
0.283,0.4609,0.2561
0.283,0.4676,0.2494
0.283,0.4726,0.2444
0.283,0.4953,0.2217
0.283,0.5039,0.2131
0.283,0.5545,0.1625
0.283,0.5556,0.1614
0.283,0.6341,0.0829
0.2829,0.1911,0.526
0.2829,0.2256,0.4915
0.2829,0.24,0.4771
0.2829,0.2699,0.4472
0.2829,0.2737,0.4434
0.2829,0.2768,0.4403
0.2829,0.2851,0.432
0.2829,0.2913,0.4258
0.2829,0.2919,0.4252
0.2829,0.2982,0.4189
0.2829,0.2985,0.4186
0.2829,0.2999,0.4172
0.2829,0.3019,0.4152
0.2829,0.3022,0.4149
0.2829,0.3035,0.4136
0.2829,0.3071,0.41
0.2829,0.3142,0.4029
0.2829,0.3195,0.3976
0.2829,0.323,0.3941
0.2829,0.3253,0.3918
0.2829,0.3341,0.383
0.2829,0.3376,0.3795
0.2829,0.343,0.3741
0.2829,0.344,0.3731
0.2829,0.3446,0.3725
0.2829,0.3447,0.3724
0.2829,0.3477,0.3694
0.2829,0.3541,0.363
0.2829,0.3554,0.3617
0.2829,0.3615,0.3556
0.2829,0.3721,0.345
0.2829,0.3746,0.3425
0.2829,0.3817,0.3354
0.2829,0.3848,0.3323
0.2829,0.3875,0.3296
0.2829,0.3896,0.3275
0.2829,0.3909,0.3262
0.2829,0.3954,0.3217
0.2829,0.3963,0.3208
0.2829,0.4057,0.3114
0.2829,0.4088,0.3083
0.2829,0.4117,0.3054
0.2829,0.4182,0.2989
0.2829,0.4213,0.2958
0.2829,0.4228,0.2943
0.2829,0.474,0.2431
0.2829,0.4879,0.2292
0.2829,0.5056,0.2115
0.2829,0.512,0.2051
0.2829,0.52,0.1971
0.2829,0.5216,0.1955
0.2829,0.5233,0.1938
0.2829,0.5491,0.168
0.2829,0.5519,0.1652
0.2829,0.582,0.1351
0.2828,0.1801,0.5371
0.2828,0.2623,0.4549
0.2828,0.2745,0.4427
0.2828,0.2763,0.4409
0.2828,0.2778,0.4394
0.2828,0.2832,0.434
0.2828,0.2839,0.4333
0.2828,0.2939,0.4233
0.2828,0.3022,0.415
0.2828,0.3079,0.4093
0.2828,0.31,0.4072
0.2828,0.3122,0.405
0.2828,0.3214,0.3958
0.2828,0.3247,0.3925
0.2828,0.3265,0.3907
0.2828,0.3416,0.3756
0.2828,0.3477,0.3695
0.2828,0.3532,0.364
0.2828,0.3556,0.3616
0.2828,0.3657,0.3515
0.2828,0.3715,0.3457
0.2828,0.3729,0.3443
0.2828,0.3803,0.3369
0.2828,0.3844,0.3328
0.2828,0.3865,0.3307
0.2828,0.3878,0.3294
0.2828,0.3908,0.3264
0.2828,0.3977,0.3195
0.2828,0.4003,0.3169
0.2828,0.4054,0.3118
